,AccountNumber,AddressLine1Individual,AddressLine1Store,AddressLine2Individual,AddressLine2Store,AddressTypeIndividual,AddressTypeStore,BillToAddressID,CarrierTrackingNumber,CityIndividual,CityStore,Class,Color,CountryRegionCode,CountryRegionNameIndividual,CountryRegionNameStore,CreditCardApprovalCode,CreditCardID,CurrencyRateID,CustomerID,DueDate,FinishedGoodsFlag,FirstName,Freight,LastName,LineTotal,ListPrice,MakeFlag,MiddleName,OnlineOrderFlag,OrderDate,OrderQty,PersonID,PostalCodeIndividual,PostalCodeStore,Product,ProductCategory,ProductCategoryID,ProductID,ProductLine,ProductModelID,ProductNumber,ProductSubCategory,ProductSubcategoryID,PurchaseOrderNumber,Region,RevisionNumber,SalesOrderDetailID,SalesOrderID,SalesOrderNumber,SalesPersonID,ShipDate,ShipMethodID,ShipToAddressID,Size,SpecialOfferID,StandardCost,StateProvinceNameIndividual,StateProvinceNameStore,Status,Store,StoreID,Style,SubTotal,TaxAmt,Territory,TerritoryID,TotalDue,UnitPrice,UnitPriceDiscount
572,10-4030-011188,7164 Pinncale Drive,NA,NA,NA,Home,NA,18055,NA,Olympia,NA,NA,NA,US,United States,NA,720695Vi96555,18574,NA,11188,7/5/2014,TRUE,Justin,0.157,Wilson,3.99,3.99,FALSE,NA,Yes,6/23/2014,1,9002,98501,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,North America,8,120746,74880,SO74880,NA,6/30/2014,1,18055,NA,1,1.4923,Washington,NA,5,NA,NA,NA,6.28,0.5024,Southwest,4,6.9394,3.99,0
573,10-4030-012690,NA,NA,NA,NA,NA,NA,22292,NA,NA,NA,NA,NA,AU,NA,NA,818996Vi13,2,NA,12690,7/5/2014,TRUE,NA,3.975,NA,159,159,FALSE,NA,Yes,6/23/2014,1,13222,NA,NA,All-Purpose Bike Stand,Accessories,4,879,M,122,ST-1401,Bike Stands,27,NA,Pacific,8,120745,74879,SO74879,NA,6/30/2014,1,22292,NA,1,59.466,NA,NA,5,NA,NA,NA,159,12.72,Australia,9,175.695,159,0
574,10-4030-017239,NA,NA,NA,NA,NA,NA,22920,NA,NA,NA,NA,Yellow,AU,NA,NA,318432Vi3874,758,NA,17239,7/5/2014,TRUE,NA,1.3498,NA,53.99,53.99,FALSE,NA,Yes,6/23/2014,1,13850,NA,NA,"Short-Sleeve Classic Jersey, M",Clothing,3,882,S,32,SJ-0194-M,Jerseys,21,NA,Pacific,8,120744,74878,SO74878,NA,6/30/2014,1,22920,M,1,41.5723,NA,NA,5,NA,NA,U,53.99,4.3192,Australia,9,59.659,53.99,0
575,10-4030-019752,3582 Schenone Court,NA,NA,NA,Home,NA,18689,NA,London,NA,NA,NA,AU,United Kingdom,NA,717974Vi64090,12393,NA,19752,7/5/2014,TRUE,Erika,1.4745,Ruiz,4.99,4.99,FALSE,NA,Yes,6/23/2014,1,9635,W1X3SE,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Pacific,8,120742,74877,SO74877,NA,6/30/2014,1,18689,NA,1,1.8663,England,NA,5,NA,NA,NA,58.98,4.7184,Australia,9,65.1729,4.99,0
576,10-4030-019752,3582 Schenone Court,NA,NA,NA,Home,NA,18689,NA,London,NA,NA,Yellow,AU,United Kingdom,NA,717974Vi64090,12393,NA,19752,7/5/2014,TRUE,Erika,1.4745,Ruiz,53.99,53.99,FALSE,NA,Yes,6/23/2014,1,9635,W1X3SE,NA,"Short-Sleeve Classic Jersey, M",Clothing,3,882,S,32,SJ-0194-M,Jerseys,21,NA,Pacific,8,120743,74877,SO74877,NA,6/30/2014,1,18689,M,1,41.5723,England,NA,5,NA,NA,U,58.98,4.7184,Australia,9,65.1729,53.99,0
577,10-4030-025137,8033 Danesta Dr.,NA,NA,NA,Home,NA,13483,NA,Tacoma,NA,NA,NA,AU,United States,NA,917837Vi85146,16454,NA,25137,7/5/2014,TRUE,Dalton,0.182,Diaz,4.99,4.99,FALSE,NA,Yes,6/23/2014,1,4448,98403,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Pacific,8,120740,74876,SO74876,NA,6/30/2014,1,13483,NA,1,1.8663,Washington,NA,5,NA,NA,NA,7.28,0.5824,Australia,9,8.0444,4.99,0
578,10-4030-025137,8033 Danesta Dr.,NA,NA,NA,Home,NA,13483,NA,Tacoma,NA,NA,NA,AU,United States,NA,917837Vi85146,16454,NA,25137,7/5/2014,TRUE,Dalton,0.182,Diaz,2.29,2.29,FALSE,NA,Yes,6/23/2014,1,4448,98403,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,120741,74876,SO74876,NA,6/30/2014,1,13483,NA,1,0.8565,Washington,NA,5,NA,NA,NA,7.28,0.5824,Australia,9,8.0444,2.29,0
579,10-4030-016730,"5, boulevard du Montparnasse",NA,NA,NA,Home,NA,17138,NA,Colombes,NA,NA,NA,AU,France,NA,117569Vi92742,17876,NA,16730,7/5/2014,TRUE,Mitchell,1.7993,Shan,21.98,21.98,FALSE,NA,Yes,6/23/2014,1,8089,92700,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,Pacific,8,120738,74875,SO74875,NA,6/30/2014,1,17138,NA,1,8.2205,Hauts de Seine,NA,5,NA,NA,NA,71.97,5.7576,Australia,9,79.5269,21.98,0
580,10-4030-016730,"5, boulevard du Montparnasse",NA,NA,NA,Home,NA,17138,NA,Colombes,NA,NA,Multi,AU,France,NA,117569Vi92742,17876,NA,16730,7/5/2014,TRUE,Mitchell,1.7993,Shan,49.99,49.99,FALSE,NA,Yes,6/23/2014,1,8089,92700,NA,"Long-Sleeve Logo Jersey, S",Clothing,3,713,S,11,LJ-0192-S,Jerseys,21,NA,Pacific,8,120739,74875,SO74875,NA,6/30/2014,1,17138,S,1,38.4923,Hauts de Seine,NA,5,NA,NA,U,71.97,5.7576,Australia,9,79.5269,49.99,0
581,10-4030-016635,8447 Kentucky Dr.,NA,NA,NA,Home,NA,11975,NA,Milsons Point,NA,NA,NA,AU,Australia,NA,817353Vi61521,11905,NA,16635,7/5/2014,TRUE,Alisha,3.0603,Guo,4.99,4.99,FALSE,NA,Yes,6/23/2014,1,2954,2061,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Pacific,8,120733,74874,SO74874,NA,6/30/2014,1,11975,NA,1,1.8663,New South Wales,NA,5,NA,NA,NA,122.41,9.7928,Australia,9,135.2631,4.99,0
582,10-4030-016635,8447 Kentucky Dr.,NA,NA,NA,Home,NA,11975,NA,Milsons Point,NA,NA,Black,AU,Australia,NA,817353Vi61521,11905,NA,16635,7/5/2014,TRUE,Alisha,3.0603,Guo,24.49,24.49,FALSE,NA,Yes,6/23/2014,1,2954,2061,NA,"Half-Finger Gloves, L",Clothing,3,860,S,4,GL-H102-L,Gloves,20,NA,Pacific,8,120737,74874,SO74874,NA,6/30/2014,1,11975,L,1,9.1593,New South Wales,NA,5,NA,NA,U,122.41,9.7928,Australia,9,135.2631,24.49,0
583,10-4030-016635,8447 Kentucky Dr.,NA,NA,NA,Home,NA,11975,NA,Milsons Point,NA,M,NA,AU,Australia,NA,817353Vi61521,11905,NA,16635,7/5/2014,TRUE,Alisha,3.0603,Guo,29.99,29.99,FALSE,NA,Yes,6/23/2014,1,2954,2061,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,Pacific,8,120734,74874,SO74874,NA,6/30/2014,1,11975,NA,1,11.2163,New South Wales,NA,5,NA,NA,NA,122.41,9.7928,Australia,9,135.2631,29.99,0
584,10-4030-016635,8447 Kentucky Dr.,NA,NA,NA,Home,NA,11975,NA,Milsons Point,NA,NA,NA,AU,Australia,NA,817353Vi61521,11905,NA,16635,7/5/2014,TRUE,Alisha,3.0603,Guo,7.95,7.95,FALSE,NA,Yes,6/23/2014,1,2954,2061,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,Pacific,8,120736,74874,SO74874,NA,6/30/2014,1,11975,NA,1,2.9733,New South Wales,NA,5,NA,NA,NA,122.41,9.7928,Australia,9,135.2631,7.95,0
585,10-4030-016635,8447 Kentucky Dr.,NA,NA,NA,Home,NA,11975,NA,Milsons Point,NA,NA,Silver,AU,Australia,NA,817353Vi61521,11905,NA,16635,7/5/2014,TRUE,Alisha,3.0603,Guo,54.99,54.99,FALSE,NA,Yes,6/23/2014,1,2954,2061,NA,Hydration Pack - 70 oz.,Accessories,4,880,S,107,HY-1023-70,Hydration Packs,32,NA,Pacific,8,120735,74874,SO74874,NA,6/30/2014,1,11975,70,1,20.5663,New South Wales,NA,5,NA,NA,NA,122.41,9.7928,Australia,9,135.2631,54.99,0
586,10-4030-017253,8343 Briowes Valley Rd,NA,NA,NA,Home,NA,20147,NA,Mill Valley,NA,M,NA,AU,United States,NA,817283Vi58816,11404,NA,17253,7/5/2014,TRUE,Alyssa,0.7498,Gray,29.99,29.99,FALSE,NA,Yes,6/23/2014,1,11082,94941,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,Pacific,8,120732,74873,SO74873,NA,6/30/2014,1,20147,NA,1,11.2163,California,NA,5,NA,NA,NA,29.99,2.3992,Australia,9,33.139,29.99,0
587,10-4030-028435,NA,NA,NA,NA,NA,NA,22196,NA,NA,NA,NA,NA,DE,NA,NA,928813Vi48859,9477,NA,28435,7/4/2014,TRUE,NA,1.0743,NA,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,13126,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Europe,8,120730,74872,SO74872,NA,6/29/2014,1,22196,NA,1,1.8663,NA,NA,5,NA,NA,NA,42.97,3.4376,Germany,8,47.4819,4.99,0
588,10-4030-028435,NA,NA,NA,NA,NA,NA,22196,NA,NA,NA,NA,Multi,DE,NA,NA,928813Vi48859,9477,NA,28435,7/4/2014,TRUE,NA,1.0743,NA,8.99,8.99,FALSE,NA,Yes,6/22/2014,1,13126,NA,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,Europe,8,120731,74872,SO74872,NA,6/29/2014,1,22196,NA,1,6.9223,NA,NA,5,NA,NA,U,42.97,3.4376,Germany,8,47.4819,8.99,0
589,10-4030-028435,NA,NA,NA,NA,NA,NA,22196,NA,NA,NA,NA,NA,DE,NA,NA,928813Vi48859,9477,NA,28435,7/4/2014,TRUE,NA,1.0743,NA,28.99,28.99,FALSE,NA,Yes,6/22/2014,1,13126,NA,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,Europe,8,120729,74872,SO74872,NA,6/29/2014,1,22196,NA,1,10.8423,NA,NA,5,NA,NA,NA,42.97,3.4376,Germany,8,47.4819,28.99,0
590,10-4030-025296,6321 Laguna Street,NA,NA,NA,Home,NA,18512,NA,San Gabriel,NA,NA,NA,FR,United States,NA,428160Vi72294,13941,NA,25296,7/4/2014,TRUE,Dylan,0.637,Thompson,3.99,3.99,FALSE,NA,Yes,6/22/2014,1,9459,91776,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,120727,74871,SO74871,NA,6/29/2014,1,18512,NA,1,1.4923,California,NA,5,NA,NA,NA,25.48,2.0384,France,7,28.1554,3.99,0
591,10-4030-025296,6321 Laguna Street,NA,NA,NA,Home,NA,18512,NA,San Gabriel,NA,L,NA,FR,United States,NA,428160Vi72294,13941,NA,25296,7/4/2014,TRUE,Dylan,0.637,Thompson,21.49,21.49,FALSE,NA,Yes,6/22/2014,1,9459,91776,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Europe,8,120728,74871,SO74871,NA,6/29/2014,1,18512,NA,1,8.0373,California,NA,5,NA,NA,NA,25.48,2.0384,France,7,28.1554,21.49,0
592,10-4030-024714,NA,NA,NA,NA,NA,NA,28010,NA,NA,NA,NA,NA,GB,NA,NA,727854Vi81584,15782,NA,24714,7/4/2014,TRUE,NA,1.6993,NA,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,18921,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Europe,8,120724,74870,SO74870,NA,6/29/2014,1,28010,NA,1,1.8663,NA,NA,5,NA,NA,NA,67.97,5.4376,United Kingdom,10,75.1069,4.99,0
593,10-4030-024714,NA,NA,NA,NA,NA,NA,28010,NA,NA,NA,NA,Multi,GB,NA,NA,727854Vi81584,15782,NA,24714,7/4/2014,TRUE,NA,1.6993,NA,8.99,8.99,FALSE,NA,Yes,6/22/2014,1,18921,NA,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,Europe,8,120726,74870,SO74870,NA,6/29/2014,1,28010,NA,1,6.9223,NA,NA,5,NA,NA,U,67.97,5.4376,United Kingdom,10,75.1069,8.99,0
594,10-4030-024714,NA,NA,NA,NA,NA,NA,28010,NA,NA,NA,NA,Yellow,GB,NA,NA,727854Vi81584,15782,NA,24714,7/4/2014,TRUE,NA,1.6993,NA,53.99,53.99,FALSE,NA,Yes,6/22/2014,1,18921,NA,NA,"Short-Sleeve Classic Jersey, XL",Clothing,3,884,S,32,SJ-0194-X,Jerseys,21,NA,Europe,8,120725,74870,SO74870,NA,6/29/2014,1,28010,XL,1,41.5723,NA,NA,5,NA,NA,U,67.97,5.4376,United Kingdom,10,75.1069,53.99,0
595,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,NA,NA,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Europe,8,120720,74869,SO74869,NA,6/29/2014,1,17264,NA,1,1.8663,Oregon,NA,5,NA,NA,NA,115.92,9.2736,Germany,8,128.0916,4.99,0
596,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,NA,NA,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Europe,8,120718,74869,SO74869,NA,6/29/2014,1,17264,NA,1,1.8663,Oregon,NA,5,NA,NA,NA,115.92,9.2736,Germany,8,128.0916,4.99,0
597,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,NA,Blue,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,34.99,34.99,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,Europe,8,120722,74869,SO74869,NA,6/29/2014,1,17264,NA,1,13.0863,Oregon,NA,5,NA,NA,NA,115.92,9.2736,Germany,8,128.0916,34.99,0
598,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,NA,Multi,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,8.99,8.99,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,Europe,8,120723,74869,SO74869,NA,6/29/2014,1,17264,NA,1,6.9223,Oregon,NA,5,NA,NA,U,115.92,9.2736,Germany,8,128.0916,8.99,0
599,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,NA,NA,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,21.98,21.98,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,Europe,8,120719,74869,SO74869,NA,6/29/2014,1,17264,NA,1,8.2205,Oregon,NA,5,NA,NA,NA,115.92,9.2736,Germany,8,128.0916,21.98,0
600,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,NA,NA,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,9.99,9.99,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,Europe,8,120721,74869,SO74869,NA,6/29/2014,1,17264,NA,1,3.7363,Oregon,NA,5,NA,NA,NA,115.92,9.2736,Germany,8,128.0916,9.99,0
601,10-4030-019377,4597 Sunshine Drive,NA,NA,NA,Home,NA,17264,NA,Corvallis,NA,M,NA,DE,United States,NA,127467Vi96849,18641,NA,19377,7/4/2014,TRUE,Jose,2.898,Brown,29.99,29.99,FALSE,NA,Yes,6/22/2014,1,8213,97330,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,Europe,8,120717,74869,SO74869,NA,6/29/2014,1,17264,NA,1,11.2163,Oregon,NA,5,NA,NA,NA,115.92,9.2736,Germany,8,128.0916,29.99,0
602,10-4030-019043,NA,NA,NA,NA,NA,NA,21153,NA,NA,NA,L,NA,DE,NA,NA,1227432Vi71271,13745,NA,19043,7/4/2014,TRUE,NA,0.6248,NA,24.99,24.99,FALSE,NA,Yes,6/22/2014,1,12083,NA,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,Europe,8,120716,74868,SO74868,NA,6/29/2014,1,21153,NA,1,9.3463,NA,NA,5,NA,NA,NA,24.99,1.9992,Germany,8,27.614,24.99,0
603,10-4030-015336,5800 Abbey Court,NA,NA,NA,Home,NA,12912,NA,Santa Monica,NA,NA,NA,US,United States,NA,625519Vi1540,305,NA,15336,7/4/2014,TRUE,Aidan,0.182,Long,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,3881,90401,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,North America,8,120714,74867,SO74867,NA,6/29/2014,1,12912,NA,1,1.8663,California,NA,5,NA,NA,NA,7.28,0.5824,Southwest,4,8.0444,4.99,0
604,10-4030-015336,5800 Abbey Court,NA,NA,NA,Home,NA,12912,NA,Santa Monica,NA,NA,NA,US,United States,NA,625519Vi1540,305,NA,15336,7/4/2014,TRUE,Aidan,0.182,Long,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,3881,90401,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,120715,74867,SO74867,NA,6/29/2014,1,12912,NA,1,0.8565,California,NA,5,NA,NA,NA,7.28,0.5824,Southwest,4,8.0444,2.29,0
605,10-4030-016768,NA,NA,NA,NA,NA,NA,22799,NA,NA,NA,NA,NA,US,NA,NA,525141Vi41195,7961,NA,16768,7/4/2014,TRUE,NA,0.1248,NA,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,13729,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120713,74866,SO74866,NA,6/29/2014,1,22799,NA,1,1.8663,NA,NA,5,NA,NA,NA,4.99,0.3992,Southwest,4,5.514,4.99,0
606,10-4030-018073,3159 C Wharton Way,NA,NA,NA,Home,NA,15213,NA,Kirkby,NA,NA,NA,US,United Kingdom,NA,824701Vi13097,2510,NA,18073,7/4/2014,TRUE,Teresa,0.3495,Dominguez,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,6178,KB9,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120711,74865,SO74865,NA,6/29/2014,1,15213,NA,1,1.8663,England,NA,5,NA,NA,NA,13.98,1.1184,Southwest,4,15.4479,4.99,0
607,10-4030-018073,3159 C Wharton Way,NA,NA,NA,Home,NA,15213,NA,Kirkby,NA,NA,Multi,US,United Kingdom,NA,824701Vi13097,2510,NA,18073,7/4/2014,TRUE,Teresa,0.3495,Dominguez,8.99,8.99,FALSE,NA,Yes,6/22/2014,1,6178,KB9,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,North America,8,120712,74865,SO74865,NA,6/29/2014,1,15213,NA,1,6.9223,England,NA,5,NA,NA,U,13.98,1.1184,Southwest,4,15.4479,8.99,0
608,10-4030-018813,NA,NA,NA,NA,NA,NA,23389,NA,NA,NA,NA,Multi,US,NA,NA,524262Vi83338,16116,NA,18813,7/4/2014,TRUE,NA,3.2243,NA,8.99,8.99,FALSE,NA,Yes,6/22/2014,1,14319,NA,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,North America,8,120710,74864,SO74864,NA,6/29/2014,1,23389,NA,1,6.9223,NA,NA,5,NA,NA,U,128.97,10.3176,Northwest,1,142.5119,8.99,0
609,10-4030-018813,NA,NA,NA,NA,NA,NA,23389,NA,NA,NA,NA,Multi,US,NA,NA,524262Vi83338,16116,NA,18813,7/4/2014,TRUE,NA,3.2243,NA,49.99,49.99,FALSE,NA,Yes,6/22/2014,1,14319,NA,NA,"Long-Sleeve Logo Jersey, S",Clothing,3,713,S,11,LJ-0192-S,Jerseys,21,NA,North America,8,120709,74864,SO74864,NA,6/29/2014,1,23389,S,1,38.4923,NA,NA,5,NA,NA,U,128.97,10.3176,Northwest,1,142.5119,49.99,0
610,10-4030-018813,NA,NA,NA,NA,NA,NA,23389,NA,NA,NA,NA,Black,US,NA,NA,524262Vi83338,16116,NA,18813,7/4/2014,TRUE,NA,3.2243,NA,69.99,69.99,FALSE,NA,Yes,6/22/2014,1,14319,NA,NA,"Women's Mountain Shorts, S",Clothing,3,867,M,37,SH-W890-S,Shorts,22,NA,North America,8,120708,74864,SO74864,NA,6/29/2014,1,23389,S,1,26.1763,NA,NA,5,NA,NA,W,128.97,10.3176,Northwest,1,142.5119,69.99,0
611,10-4030-020466,6553 San Miguel Rd.,NA,NA,NA,Home,NA,15783,NA,Los Angeles,NA,NA,NA,US,United States,NA,824169Vi33396,6434,NA,20466,7/4/2014,TRUE,Carlos,0.3745,Collins,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,6748,90012,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120707,74863,SO74863,NA,6/29/2014,1,15783,NA,1,1.8663,California,NA,5,NA,NA,NA,14.98,1.1984,Southwest,4,16.5529,4.99,0
612,10-4030-020466,6553 San Miguel Rd.,NA,NA,NA,Home,NA,15783,NA,Los Angeles,NA,NA,NA,US,United States,NA,824169Vi33396,6434,NA,20466,7/4/2014,TRUE,Carlos,0.3745,Collins,9.99,9.99,FALSE,NA,Yes,6/22/2014,1,6748,90012,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,120706,74863,SO74863,NA,6/29/2014,1,15783,NA,1,3.7363,California,NA,5,NA,NA,NA,14.98,1.1984,Southwest,4,16.5529,9.99,0
613,10-4030-014096,NA,NA,NA,NA,NA,NA,25728,NA,NA,NA,NA,NA,CA,NA,NA,1224019Vi85153,16455,NA,14096,7/4/2014,TRUE,NA,1.474,NA,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,16644,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120703,74862,SO74862,NA,6/29/2014,1,25728,NA,1,1.8663,NA,NA,5,NA,NA,NA,58.96,4.7168,Canada,6,65.1508,4.99,0
614,10-4030-014096,NA,NA,NA,NA,NA,NA,25728,NA,NA,NA,NA,Black,CA,NA,NA,1224019Vi85153,16455,NA,14096,7/4/2014,TRUE,NA,1.474,NA,34.99,34.99,FALSE,NA,Yes,6/22/2014,1,16644,NA,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,North America,8,120704,74862,SO74862,NA,6/29/2014,1,25728,NA,1,13.0863,NA,NA,5,NA,NA,NA,58.96,4.7168,Canada,6,65.1508,34.99,0
615,10-4030-014096,NA,NA,NA,NA,NA,NA,25728,NA,NA,NA,NA,White,CA,NA,NA,1224019Vi85153,16455,NA,14096,7/4/2014,TRUE,NA,1.474,NA,8.99,8.99,FALSE,NA,Yes,6/22/2014,1,16644,NA,NA,"Racing Socks, L",Clothing,3,875,R,24,SO-R809-L,Socks,23,NA,North America,8,120705,74862,SO74862,NA,6/29/2014,1,25728,L,1,3.3623,NA,NA,5,NA,NA,U,58.96,4.7168,Canada,6,65.1508,8.99,0
616,10-4030-014096,NA,NA,NA,NA,NA,NA,25728,NA,NA,NA,NA,NA,CA,NA,NA,1224019Vi85153,16455,NA,14096,7/4/2014,TRUE,NA,1.474,NA,9.99,9.99,FALSE,NA,Yes,6/22/2014,1,16644,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,120702,74862,SO74862,NA,6/29/2014,1,25728,NA,1,3.7363,NA,NA,5,NA,NA,NA,58.96,4.7168,Canada,6,65.1508,9.99,0
617,10-4030-015511,2050 B Avenue I,NA,NA,NA,Home,NA,12433,NA,York,NA,NA,NA,CA,United Kingdom,NA,423816Vi40646,7850,NA,15511,7/4/2014,TRUE,Jon,0.3745,Shan,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,3405,Y024 1GF,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120701,74861,SO74861,NA,6/29/2014,1,12433,NA,1,1.8663,England,NA,5,NA,NA,NA,14.98,1.1984,Canada,6,16.5529,4.99,0
618,10-4030-015511,2050 B Avenue I,NA,NA,NA,Home,NA,12433,NA,York,NA,NA,NA,CA,United Kingdom,NA,423816Vi40646,7850,NA,15511,7/4/2014,TRUE,Jon,0.3745,Shan,9.99,9.99,FALSE,NA,Yes,6/22/2014,1,3405,Y024 1GF,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,120700,74861,SO74861,NA,6/29/2014,1,12433,NA,1,3.7363,England,NA,5,NA,NA,NA,14.98,1.1984,Canada,6,16.5529,9.99,0
619,10-4030-021617,Wasserstr 35,NA,NA,NA,Home,NA,20153,NA,Berlin,NA,NA,NA,US,Germany,NA,1123702Vi32331,6224,NA,21617,7/4/2014,TRUE,Shannon,0.3745,Gill,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,11088,10501,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,120699,74860,SO74860,NA,6/29/2014,1,20153,NA,1,1.8663,Nordrhein-Westfalen,NA,5,NA,NA,NA,14.98,1.1984,Northwest,1,16.5529,4.99,0
620,10-4030-021617,Wasserstr 35,NA,NA,NA,Home,NA,20153,NA,Berlin,NA,NA,NA,US,Germany,NA,1123702Vi32331,6224,NA,21617,7/4/2014,TRUE,Shannon,0.3745,Gill,9.99,9.99,FALSE,NA,Yes,6/22/2014,1,11088,10501,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,120698,74860,SO74860,NA,6/29/2014,1,20153,NA,1,3.7363,Nordrhein-Westfalen,NA,5,NA,NA,NA,14.98,1.1984,Northwest,1,16.5529,9.99,0
